name,ingredients,prep_time,cook_time,state,course,People_liked,demand_increase_per_year,Profit_Per-Item
moong sprouts usal ,"2 cups Green Moong Sprouts,1 Onion - finely chopped,1 Tomato - finely chopped,1 Carrot (Gajjar) - thinly sliced,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),1 Green Chilli - finely chopped,1 teaspoon Ginger - paste,2 Lemons - juiced,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Maharashtrian Goda Masala,1 teaspoon Sugar,Salt - to taste,2 teaspoons Sunflower Oil",20,20,South Indian Recipes,Snack,230,161,14
apple empanadas ,"2 Apples - cored and cut to wedges,1 tablespoon Cinnamon Powder (Dalchini),1/2 teaspoon Nutmeg powder - freshly ground,2 tablespoon Brown Sugar (Demerara Sugar),1/2 teaspoon Vanilla Extract,Puff Pastry Sheet,All Purpose Flour (Maida) - for dusting,Caster Sugar - for dusting",15,30,Continental,Dessert,335,254,2
karnataka style bassaru  ,"1 cup Arhar dal (Split Toor Dal),1/2 cup Dill leaves,2 tablespoon Poppy seeds - roasted,1 tablespoon Whole Black Peppercorns - roasted,1 Onion - chopped,4 Dry Red Chillies,4 tablespoon Fresh coconut - grated,4 cloves Garlic,1 teaspoon Mustard seeds,2 sprig Dill leaves - for garnish",10,45,Karnataka,Lunch,637,715,25
spicy cabbage rice  ,"2 cups Cooked rice,Ghee - or oil as required,1 teaspoon Cumin seeds (Jeera),1 Onion - thinly sliced,1 cup Cabbage (Patta Gobi/ Muttaikose) - shredded,2 Green Chillies - finely chopped,1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Sambar Powder,Coriander (Dhania) Leaves - few,Salt - to taste",20,45,Indian,Lunch,290,632,6
 dal vangi ,"1 cup arhar dal, 4 brinjals - cut the stem, 3 green chillies - cut it straight and thin, 3 cloves garlic, 1/2 tsp cumin seeds, 2 tbsp dry coconut - cut into small pieces, 2 kokum, 1 tsp Jaggery - grated, 1 tsp goda masala, 1/4 tsp asafoetida, 7 curry leaves, 1/2 tsp rye, 1/4 tsp turmeric powder, salt - as per taste, 2 sprigs of green coriander - finely chopped , Oil - as per use",10,45,Maharashtrian Recipes,Lunch,893,926,27
creamy garlic mashed potatoes ,"500 grams Potatoes (Aloo) - cubed,1/4 cup Heavy whipping cream - warm,4 cloves Garlic - finely grated,2 tablespoon Milk - warm,1/4 cup Butter,Salt - to taste,Black pepper powder - as per your taste",10,30,Italian Recipes,Side Dish,580,358,3
fujian style hot dry noodle ,"1 cup Wheat Noodles - boiled,2 tablespoons Tahini,1 tablespoon Sesame (Gingelly) Oil,1 tablespoon Light soy sauce,1/2 tablespoon Dark soy sauce,4 tablespoons Water - warm,1/8 teaspoon Chinese 5 Spice Powder,1 teaspoon Honey,Salt - to taste,1 Mooli/ Mullangi (Radish) - pickled,2 cloves Garlic - finely chopped,2 sprig Spring Onion Greens - chopped",5,25,Chinese,Main Course,110,231,22
mulakootal  ,"1/2 cup Yellow Moong Dal (Split) - can use toor dal as well,2 cups Mixed vegetables - I have used radish turnips,1/2 teaspoon Turmeric powder (Haldi),1 cup Water,Salt - to taste,1/2 cup Fresh coconut - grated,3 Dry Red Chillies,1 teaspoon Sunflower Oil,1/4 teaspoon Mustard seeds,2 Dry Red Chillies,1 teaspoon White Urad Dal (Split),1 sprig Curry leaves",25,45,South Indian Recipes,Lunch,224,689,1
buckwheat crepes stuffed with spinach and eggs ,"1 cup Buckwheat Flour (Kuttu Ka Atta),3/4 cup Milk,2 Whole Eggs,1/2 teaspoon Nutmeg - grated,2-3 tablespoons Butter - or ghee (melted),Salt - to taste,Water - as required to make a thin batter,1 tablespoon Butter - or ghee to coat the pan (optional or you can use an oil spray),Spinach - fresh bunch,3 Whole Eggs - whisked,1 Onion - finely chopped,2 teaspoons Ginger Garlic Paste,2 Green Chillies - finely chopped,Coriander (Dhania) Leaves - handful,Salt - to taste,1 tablespoon Sunflower Oil",30,20,Continental,World Breakfast,790,869,10
rosemary chicken rice  with spicy tomato garlic sauce,"1 cup Rice,1 tablespoon Extra Virgin Olive Oil,1 tablespoon Garlic - finely chopped,1 Onion - thinly sliced,1 teaspoon Rosemary,Salt - to taste,150 grams Chicken breasts - cut into 1 inch cubes,1 Carrot (Gajjar) - grated,1 teaspoon Extra Virgin Olive Oil,1 tablespoon Garlic - finely chopped,8 Basil leaves - roughly torn,3/4 cup Homemade tomato puree,Salt - to taste,1/2 teaspoon Sugar,1 teaspoon Tabasco Original - Hot Sauce,1/2 teaspoon Paprika powder,2 tablespoons Fresh cream",15,30,Continental,Main Course,625,273,28
elaneer rasam  ,"1 Tomato - medium size,1 cup Tender coconut water,3 teaspoon Fresh coconut - pulp,20 grams Tamarind,Curry leaves - few,Asafoetida (hing) - a pinch,1/3 teaspoon Turmeric powder (Haldi),1 teaspoon Rasam Powder,Salt - to taste,1/2 Water,Coriander (Dhania) Leaves - few sprigs,1 teaspoon Ghee,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),8 Mint Leaves (Pudina)",10,30,South Karnataka,Lunch,947,221,21
dhaba style dal palak  ,"1 कप अरहर दाल,1 कप पालक,1 प्याज,1 टमाटर,3 हरी मिर्च,1 बड़ा चमच्च अदरक - कस ले,1 बड़ा चमच्च लहसुन - 1 चमच्च एक्स्ट्रा,1 बड़ा चमच्च तेल,1 बड़ा चमच्च घी,1 छोटा चमच्च जीरा,1/2 छोटा चमच्च राइ,2 सुखी लाल मिर्च,1/4 छोटा चमच्च हल्दी पाउडर,1 छोटा चमच्च लाल मिर्च पाउडर,नमक - स्वाद अनुसार,हींग - चुटकी भर",10,30,North Indian Recipes,Lunch,800,139,7
green beans fry ,"250 grams Green beans (French Beans),1/4 teaspoon Asafoetida (hing),1/2 teaspoon Cumin seeds (Jeera),1 Green Chilli - finely chopped,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),Sunflower Oil - as required,Salt - as required",10,30,Indian,Lunch,103,707,27
palak baingan ki sabzi ,"10 Brinjal - small, 300 grams Spinach - cut, 1 inch ginger - grated, 3 cloves garlic - finely chopped, 1 teaspoon cumin seeds, 1 sprig curry leaves - finely chopped, 1 teaspoon coriander powder, 1/2 Teaspoon red chilli powder, 1/4 teaspoon asafoetida, salt - as per taste",10,30,Indian,Dinner,687,125,9
karwar style muga ambat  ,"1 cup Green Moong Sprouts,1 tablespoon Tamarind Paste,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Sugar,Salt - to taste,1/2 cup Fresh coconut - grated,2 Dry Red Chillies,1 teaspoon Coriander (Dhania) Seeds,1 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,Asafoetida (hing) - a pinch,3-4 Curry leaves - torn",10,15,Karnataka,Side Dish,555,847,9
malvani kurkuri bhindi  ,"700 grams ladyfinger - wash and cut into small pieces, 3 tablespoons peanuts - crush it, 2 tablespoons oil, salt - as per taste, 1 tablespoon coriander seeds, 2 dry red chilies, 1/2 teaspoon cumin seeds, 1 / 1/2 teaspoon fennel, 1/2 teaspoon rye, 1/2 teaspoon celery, 1/4 teaspoon whole pepper, 1/4 teaspoon nutmeg powder, 1/4 teaspoon Naga Kesar, 1/4 teaspoon asafoetida , 1 cinnamon, 3 long, 1 star anise, 1 stone flower, 1 large cardamom",10,20,Malvani,Dinner,782,972,20
spinach lemon spaghetti ,"1 Chicken breasts - boiled and shredded into small pieces,4 Tomatoes - diced into large cubes,1 cup Spinach - blanched,5 cloves Garlic - minced,3 tablespoons Butter,1 tablespoon Extra Virgin Olive Oil,1 tablespoon Lemon juice,1/2 teaspoon Red Chilli flakes,1/2 teaspoon Paprika powder,250 grams Spaghetti Pasta,Salt - as per taste",15,15,Italian Recipes,Dinner,726,413,20
nepali aloo tareko ,"500 grams Potatoes (Aloo) - peeled and cut into wedges,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1/2 teaspoon Ajwain (Carom seeds),4 Dry Red Chillies,1/2 teaspoon Turmeric powder (Haldi),2 tablespoons Ginger Garlic Paste,1.5 tablespoons Coriander Powder (Dhania),2 teaspoons Red Chilli powder,1 pinch Sichuan peppercorns - (Nepali timur),3 tablespoons Mustard oil,Salt - to taste",5,20,Nepalese,Side Dish,852,850,10
mangalore style southe gatti/southekayi kadubu  ,"1 cup Idli Rice - washed and dried,1/2 cup Fresh coconut,1 Cucumber - grated,1 tablespoon Sugar,Salt - a pinch",10,20,Mangalorean,South Indian Breakfast,865,195,1
kashmiri style shami mutsch  ,"500 grams Mutton - minced,1/2 tablespoon Kashmiri Red Chilli Powder,1 teaspoon Fennel Powder,1 teaspoon Dry ginger powder,1 tablespoon Garlic - minced,3 tablespoons Corn flour,1 tablespoon Garam masala powder,1 tablespoon Mustard oil,Salt - to taste,1 tablespoon Mustard oil,2 Bay leaves (tej patta),2 Dry Red Chillies,1 teaspoon Turmeric powder (Haldi),1 tablespoon Garam masala powder,1 cup Curd (Dahi / Yogurt),2 tablespoons Kashmiri Red Chilli Powder,1 tablespoon Coriander Powder (Dhania),2 teaspoons Fennel Powder,1 teaspoon Dry ginger powder,1 Black cardamom (Badi Elaichi),1/2 tablespoon Garam masala powder,1 teaspoon Sugar,Salt - to taste",20,60,Kashmiri,Side Dish,826,706,26
dhaba mutton ,"500 grams Mutton - cut into pieces,5 cloves Garlic - finely chopped,2 Onions - finely chopped,3/4 cup Curd (Dahi / Yogurt),1 tablespoon Cumin powder (Jeera),1 tablespoon Coriander Powder (Dhania),4 Cloves (Laung),Sunflower Oil - as required,3 Green Chillies - (adjust according to your taste),1 teaspoon Ginger - grated,Coriander (Dhania) Leaves - Few sprigs,2 Tomatoes - finely chopped,2 Bay leaves (tej patta),3 Cardamom (Elaichi) Pods/Seeds,1 tablespoon Red Chilli powder,1 tablespoon Turmeric powder (Haldi),Salt - to taste",10,180,North Indian Recipes,Dinner,742,729,27
 kathirikai poondu pirattal ,"500 g brinjal - cut into long pieces, 1 onion - finely chopped, 12 cloves garlic, 1 tomato - finely chopped, 1/2 teaspoon turmeric powder, 1 teaspoon mustard, 1/2 teaspoon gram lentils, asafoetida, 1 sprig curry leaves, 1 dry red chili, 2 tablespoons oil, salt - as per taste, 1 tablespoon coriander seeds, 1 teaspoon cumin seeds, 1 teaspoon fennel seeds, 1/2 teaspoon black pepper powder, 4 dry red chillies 1 sprig curry leaves",15,30,Chettinad,Lunch,383,311,1
kesari pittal  ,"1/2 cup cabbage - cut into small pieces, 1/4 cup beans - cut into 1 inch pieces, 1/4 cup carrots - cut into 1 inch pieces, 2 potatoes - cut, 1 onion - sliced Take 2 teaspoons oil, 1 teaspoon mustard, 1 sprig curry leaves, 1/2 cup coconut - grated, 2 dry red chillies, 1 teaspoon cumin seeds, 1 teaspoon aniseed",15,20,Tamil Nadu,Lunch,476,402,18
bendekayi puli koddel  ,"200 grams Bhindi (Lady Finger/Okra) - cut into 1 inch,Salt - to taste,2 teaspoons Sunflower Oil,1/2 cup Fresh coconut - grated,1/2 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Cumin (Jeera) seeds,6 Dry Red Chillies,2 teaspoon Coriander (Dhania) Seeds,2 tablespoons Sesame seeds (Til seeds),2 teaspoons Rice,4 cloves Garlic,30 grams Tamarind Water,1/4 teaspoon Turmeric powder (Haldi),2 tablespoons Jaggery,1/2 cup Water,1 teaspoon Sunflower Oil,1/2 teaspoon Mustard seeds,1/4 teaspoon SSP Asafoetida (Hing),2 Dry Red Chillies,2 sprig Curry leaves",10,20,Mangalorean,Side Dish,901,400,5
eggless whole wheat pineapple muffins ,"2 cups Whole Wheat Flour - 2 cups whole wheat flour,1-1/2 teaspoon Baking powder,1/2 cup Pineapple juice,1/2 cup Pineapple - (canned or fresh) chopped,3/4 cup Curd (Dahi / Yogurt),1/2 cup Sugar - (adjust),1 teaspoon Vanilla Extract,1/4 cup Sunflower Oil",20,40,Continental,Snack,615,153,12
vegan cucumber semolina cake ,"1 cup Sooji (Semolina/ Rava),3 Cucumbers - (medium),1/2 cup Ghee,1 cup Sugar,1/2 teaspoon Cardamom Powder (Elaichi),Saffron strands - a few,250 ml Coconut milk,3 tablespoons Badam (Almond) - powdered,Slivered Almonds (Badam) - to garnish",10,50,Middle Eastern,Dessert,837,446,21
cashmere steel fried tomato  ,"500 grams Fish fillet,1/2 teaspoon Turmeric powder (Haldi),Salt - as required,1/2 teaspoon Lemon juice,1 teaspoon Dry ginger powder,1/2 teaspoon Fennel Powder,3 Black cardamom (Badi Elaichi),3 Cloves (Laung),1 teaspoon Kashmiri Red Chilli Powder,1 pinch Asafoetida (hing),1/2 teaspoon Garam masala powder,1/2 cup Homemade tomato puree,Salt - as required,4 tablespoons Mustard oil - adjustable",10,45,Kashmiri,Dinner,534,493,5
 ragi kanji ,"2-1/2 कप पानी,3 बड़े चमच्च रागी का आटा,1 छोटा चमच्च जीरा,1/2 छोटा चमच्च अजवाइन,1/4 छोटा चमच्च हींग,नमक - स्वाद अनुसार,1/4 कप छास - (बटरमिल्क),1/4 छोटा चमच्च जीरा पाउडर",10,20,South Indian Recipes,South Indian Breakfast,229,739,19
peanut butter oat almond energy bar ,"3 cups Dates - pitted and chopped,1 cup Peanut Butter,1/4 cup Chocolate chips,1/4 cup Rolled Oats,1 teaspoon Vanilla Extract,8 Multigrain Digestive Oat Biscuits",35,0,Continental,Snack,350,131,19
whole wheat cupcakes ,"1-1/2 cups Whole Wheat Flour,100 grams Butter,2 Whole Eggs,3/4 cup Caster Sugar,1-1/2 teaspoons Baking powder,1/2 teaspoon Baking soda,1 teaspoon Vanilla Extract,1/2 cup Buttermilk,Chocolate ganache - as required",20,40,Continental,Dessert,364,591,22
spirulina protein energy balls with ragi ,"1 cup Dates,1/4 cup Apricots - dried,1 cup Badam (Almond),4 tablespoon Pistachios,2 tablespoon Ragi Flour (Finger Millet/ Nagli),2 tablespoon Flax seed powder (flax meal),2 tablespoon Peanut Butter,1 tablespoon Sunflower Oil,1 tablespoon Spirulina",15,0,Continental,Snack,762,511,12
potato sagu  for rava idli,"3 potatoes - boil and mash, 1 onion - finely chopped, 2 green chillies - cut, 1/2 inch ginger - tighten, 15 curry leaves, 1/2 teaspoon mustard, 2 teaspoons white urad dal, 1 Tablespoon chana dal, 1/4 teaspoon asafoetida - a pinch, 1/2 teaspoon turmeric powder - a pinch, 1 tablespoon coriander powder, 2 tablespoons green coriander - chopped, 1 teaspoon sugar, 1/2 1 tablespoon Lemon juice, salt - as per taste, oil - as per use",20,35,South Indian Recipes,South Indian Breakfast,691,551,26
ammini kozhukattai ,"1 cup Rice,3/4 teaspoon Salt,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Sambar Powder,1/4 teaspoon Asafoetida (hing),1 teaspoon Coconut Oil,2 teaspoons Coconut Oil,1 teaspoon Mustard seeds,2 Dry Red Chillies,1 sprig Curry leaves",20,30,South Indian Recipes,Snack,352,785,25
sindhi tidali dal ,"1/2 cup Chana dal (Bengal Gram Dal),1/2 cup Green Moong Dal (Split),1/4 cup White Urad Dal (Split),Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1 Green Chilli - finely chopped,2 Tomatoes - finely chopped,1 inch Ginger - finely chopped,2 sprig Coriander (Dhania) Leaves - finely chopped,1 tablespoon Ghee,1 teaspoon Cumin seeds (Jeera),1 Asafoetida (hing) - a pinch,5 cloves Garlic - finely chopped,1/2 teaspoon Red Chilli powder",119,30,Sindhi,Main Course,786,579,12
shahi paratha ,"1 cup Whole Wheat Flour,1 cup All Purpose Flour (Maida),Sunflower Oil - as required,Salt - to taste,3 Potatoes (Aloo) - boiled and mashed,1/2 cup Gram flour (besan),Salt - to taste,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Ajwain (Carom seeds),1 cup Sweet Chutney (Date & Tamarind),1/2 cup Green Chutney (Coriander & Mint),1/2 cup Curd (Dahi / Yogurt) - (optional),1 Onion - finely chopped,1 Tomato - finely chopped,2 Green Chillies - finely chopped,Coriander (Dhania) Leaves - small bunch,1/2 cup Sev - for garnish",40,20,North Indian Recipes,North Indian Breakfast,600,628,23
paneer and almond milk ,"1/2 cup Paneer (Homemade Cottage Cheese) - grated,1/2 cup Badam (Almond) - soaked and peeled,12 Badam (Almond) - soaked,4 cup Milk,Saffron strands - Few,1/2 teaspoon Cardamom Powder (Elaichi),1/2 cup Sugar",10,50,Indian,Snack,438,883,5
fish jaismandi  ,"300 grams Fish fillet,Salt - to taste,4 teaspoon Gram flour (besan),1/8 teaspoon Turmeric powder (Haldi),1/4 teaspoon Cumin powder (Jeera),Water - to make the batter,4 teaspoon Sunflower Oil,Coriander (Dhania) Leaves - as required,Mint Leaves (Pudina) - as required,1 Green Chilli,1/2 teaspoon Lemon juice,100 ml Fresh cream,1 cup Curd (Dahi / Yogurt),3/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,1/4 teaspoon Cumin seeds (Jeera),2 teaspoon Sunflower Oil",30,15,Rajasthani,Lunch,554,149,2
dark chocolate sandesh  dipped in chocolate ,"2 liter Milk - full fat,Lemon juice - from one or two lemons,200 grams Dark chocolate,3-4 tablespoons Condensed Milk,1 tablespoon Cocoa Powder,1/2 teaspoon Vanilla Extract,1/4 cup Raisins - finely chopped,2 tablespoons Slivered Almonds (Badam)",15,35,Bengali Recipes,Dessert,849,547,12
beetroot and tofu patty ,"1 Beetroot - peeled,2 Potatoes (Aloo) - boiled and mashed,100 grams Tofu - crumbed,1 tablespoon Gram flour (besan),1/4 cup Badam (Almond) - powdered,1 Green Chillies - finely chopped,1 teaspoon Chaat Masala Powder,1/2 teaspoon Cumin powder (Jeera),Coriander (Dhania) Leaves - small bunch,Salt - to taste,Sunflower Oil - to shallow-fry",30,60,Indian,Snack,980,588,8
chicken in white gravy ,"300 grams Boneless chicken,1 cup Curd (Dahi / Yogurt),2 tablespoon Butter,1 Onion - thinly sliced,3 teaspoon Ginger Garlic Paste,1-1/2 teaspoon White pepper powder,1 teaspoon Salt,1 Cardamom (Elaichi) Pods/Seeds,1 Cinnamon Powder (Dalchini),Coriander (Dhania) Leaves - for garnish,Tomato - for garnish,Coriander (Dhania) Leaves - for garnish",5,20,Indian,Lunch,337,569,16
